Date,Period,Demand (MW),Solar (MW),TCL (MW),USEP ($/MWh),EHEUR ($/MWh),LCP ($/MWh),RUSEP ($/MWh),MAP ($/MWh),MAPT ($/MWh),TPC Applied,Last Updated,Unnamed: 0
18-Dec-2025,00:00-00:30,5932.252,0.0,0.0,78.34,-0.32,0.0,78.34,79.22,533.4,No,18 Dec 2025 11:31:31 PM,
18-Dec-2025,00:30-01:00,5814.98,0.0,0.0,78.19,-0.3,0.0,78.19,79.28,533.4,No,18 Dec 2025 11:31:31 PM,
18-Dec-2025,01:00-01:30,5756.309,0.0,0.0,78.35,-0.29,0.0,78.35,79.33,533.4,No,18 Dec 2025 11:31:31 PM,
18-Dec-2025,01:30-02:00,5691.117,0.0,0.0,78.22,-0.28,0.0,78.22,79.39,533.4,No,18 Dec 2025 11:31:31 PM,
18-Dec-2025,02:00-02:30,5639.852,0.0,0.0,75.83,-0.27,0.0,75.83,79.4,533.4,No,18 Dec 2025 11:31:31 PM,
18-Dec-2025,02:30-03:00,5595.564,0.0,0.0,75.42,-0.27,0.0,75.42,79.4,533.4,No,18 Dec 2025 11:31:31 PM,
18-Dec-2025,03:00-03:30,5561.733,0.0,0.0,75.42,-0.27,0.0,75.42,79.4,533.4,No,18 Dec 2025 11:31:31 PM,
18-Dec-2025,03:30-04:00,5552.037,0.0,0.0,75.35,-0.27,0.0,75.35,79.4,533.4,No,18 Dec 2025 11:31:31 PM,
18-Dec-2025,04:00-04:30,5557.837,0.0,0.0,75.42,-0.27,0.0,75.42,79.4,533.4,No,18 Dec 2025 11:31:31 PM,
18-Dec-2025,04:30-05:00,5582.249,0.0,0.0,75.52,-0.27,0.0,75.52,79.41,533.4,No,18 Dec 2025 11:31:31 PM,
18-Dec-2025,05:00-05:30,5671.014,0.0,0.0,79.04,-0.29,0.0,79.04,79.43,533.4,No,18 Dec 2025 11:31:31 PM,
18-Dec-2025,05:30-06:00,5820.73,0.0,0.0,79.96,-0.29,0.0,79.96,79.43,533.4,No,18 Dec 2025 11:31:31 PM,
18-Dec-2025,06:00-06:30,6003.606,0.0,0.0,79.97,-0.3,0.0,79.97,79.43,533.4,No,18 Dec 2025 11:31:31 PM,
18-Dec-2025,06:30-07:00,6193.594,0.0,0.0,80.21,-0.32,0.0,80.21,79.44,533.4,No,18 Dec 2025 11:31:31 PM,
18-Dec-2025,07:00-07:30,6386.003,1.74,0.0,81.62,-0.34,0.0,81.62,79.45,533.4,No,18 Dec 2025 11:31:31 PM,
18-Dec-2025,07:30-08:00,6595.309,12.6,0.0,87.32,-0.38,0.0,87.32,79.41,533.4,No,18 Dec 2025 11:31:31 PM,
18-Dec-2025,08:00-08:30,6736.343,86.74,0.0,88.13,-0.39,0.0,88.13,79.41,533.4,No,18 Dec 2025 11:31:31 PM,
18-Dec-2025,08:30-09:00,6758.454,179.11,0.0,83.63,-0.37,0.0,83.63,79.29,533.4,No,18 Dec 2025 11:31:31 PM,
18-Dec-2025,09:00-09:30,6769.14,245.14,0.0,80.25,-0.37,0.0,80.25,79.27,533.4,No,18 Dec 2025 11:31:31 PM,
18-Dec-2025,09:30-10:00,6580.861,470.71,0.0,75.56,-0.34,0.0,75.56,79.17,533.4,No,18 Dec 2025 11:31:31 PM,
18-Dec-2025,10:00-10:30,6470.92,619.34,0.0,73.37,-0.32,0.0,73.37,79.04,533.4,No,18 Dec 2025 11:31:31 PM,
18-Dec-2025,10:30-11:00,6353.27,716.46,0.0,71.52,-0.31,0.0,71.52,78.86,533.4,No,18 Dec 2025 11:31:31 PM,
18-Dec-2025,11:00-11:30,6382.946,696.07,0.0,72.91,-0.33,0.0,72.91,78.8,533.4,No,18 Dec 2025 11:31:31 PM,
18-Dec-2025,11:30-12:00,6334.384,703.75,0.0,72.5,-0.31,0.0,72.5,78.83,533.4,No,18 Dec 2025 11:31:31 PM,
18-Dec-2025,12:00-12:30,6291.364,761.11,0.0,71.51,-0.31,0.0,71.51,78.83,533.4,No,18 Dec 2025 11:31:31 PM,
18-Dec-2025,12:30-13:00,6274.401,791.87,0.0,71.44,-0.31,0.0,71.44,78.83,533.4,No,18 Dec 2025 11:31:31 PM,
18-Dec-2025,13:00-13:30,6426.324,703.65,0.0,72.77,-0.32,0.0,72.77,78.85,533.4,No,18 Dec 2025 11:31:31 PM,
18-Dec-2025,13:30-14:00,6492.838,681.0,0.0,73.09,-0.32,0.0,73.09,78.8,533.4,No,18 Dec 2025 11:31:31 PM,
18-Dec-2025,14:00-14:30,6464.583,717.21,0.0,75.51,-0.36,0.0,75.51,78.8,533.4,No,18 Dec 2025 11:31:31 PM,
18-Dec-2025,14:30-15:00,6424.967,714.62,0.0,75.48,-0.33,0.0,75.48,78.8,533.4,No,18 Dec 2025 11:31:31 PM,
18-Dec-2025,15:00-15:30,6465.91,671.51,0.0,75.41,-0.35,0.0,75.41,78.8,533.4,No,18 Dec 2025 11:31:31 PM,
18-Dec-2025,15:30-16:00,6502.907,614.05,0.0,75.48,-0.35,0.0,75.48,78.74,533.4,No,18 Dec 2025 11:31:31 PM,
18-Dec-2025,16:00-16:30,6632.097,486.6,0.0,77.28,-0.36,0.0,77.28,78.78,533.4,No,18 Dec 2025 11:31:31 PM,
18-Dec-2025,16:30-17:00,6711.453,433.7,0.0,75.68,-0.34,0.0,75.68,78.78,533.4,No,18 Dec 2025 11:31:31 PM,
18-Dec-2025,17:00-17:30,6704.326,429.15,0.0,75.36,-0.33,0.0,75.36,78.69,533.4,No,18 Dec 2025 11:31:31 PM,
18-Dec-2025,17:30-18:00,6796.072,295.09,0.0,75.68,-0.34,0.0,75.68,78.59,533.4,No,18 Dec 2025 11:31:31 PM,
18-Dec-2025,18:00-18:30,6870.463,205.46,0.0,89.37,-0.41,0.0,89.37,78.78,533.4,No,18 Dec 2025 11:31:31 PM,
18-Dec-2025,18:30-19:00,7017.168,77.62,0.0,85.45,-0.39,0.0,85.45,78.67,533.4,No,18 Dec 2025 11:31:31 PM,
18-Dec-2025,19:00-19:30,7102.627,0.0,0.0,82.88,-0.38,0.0,82.88,78.49,533.4,No,18 Dec 2025 11:31:31 PM,
18-Dec-2025,19:30-20:00,7086.544,0.0,0.0,90.55,-0.41,0.0,90.55,78.52,533.4,No,18 Dec 2025 11:31:31 PM,
18-Dec-2025,20:00-20:30,7042.222,0.0,0.0,80.23,-0.35,0.0,80.23,78.3,533.4,No,18 Dec 2025 11:31:31 PM,
18-Dec-2025,20:30-21:00,6977.477,0.0,0.0,90.63,-0.41,0.0,90.63,78.35,533.4,No,18 Dec 2025 11:31:31 PM,
18-Dec-2025,21:00-21:30,6896.312,0.0,0.0,90.6,-0.41,0.0,90.6,78.56,533.4,No,18 Dec 2025 11:31:31 PM,
18-Dec-2025,21:30-22:00,6755.562,0.0,0.0,82.86,-0.37,0.0,82.86,78.62,533.4,No,18 Dec 2025 11:31:31 PM,
18-Dec-2025,22:00-22:30,6603.624,0.0,0.0,80.34,-0.36,0.0,80.34,78.63,533.4,No,18 Dec 2025 11:31:31 PM,
18-Dec-2025,22:30-23:00,6464.25,0.0,0.0,80.25,-0.35,0.0,80.25,78.67,533.4,No,18 Dec 2025 11:31:31 PM,
18-Dec-2025,23:00-23:30,6331.208,0.0,0.0,80.14,-0.36,0.0,80.14,78.71,533.4,No,18 Dec 2025 11:31:31 PM,
18-Dec-2025,23:30-00:00,6119.148,0.0,0.0,79.9,-0.34,0.0,79.9,78.75,533.4,No,18 Dec 2025 11:31:31 PM,
19-Dec-2025,00:00-00:30,5908.381,0.0,0.0,75.56,-0.32,0.0,75.56,78.69,533.4,No,19 Dec 2025 11:31:30 PM,
19-Dec-2025,00:30-01:00,5799.185,0.0,0.0,75.55,-0.28,0.0,75.55,78.64,533.4,No,19 Dec 2025 11:31:30 PM,
19-Dec-2025,01:00-01:30,5812.609,0.0,0.0,76.02,-0.28,0.0,76.02,78.59,533.4,No,19 Dec 2025 11:31:30 PM,
19-Dec-2025,01:30-02:00,5754.922,0.0,0.0,79.79,-0.3,0.0,79.79,78.62,533.4,No,19 Dec 2025 11:31:30 PM,
19-Dec-2025,02:00-02:30,5695.461,0.0,0.0,74.26,-0.27,0.0,74.26,78.59,533.4,No,19 Dec 2025 11:31:30 PM,
19-Dec-2025,02:30-03:00,5647.63,0.0,0.0,69.89,-0.25,0.0,69.89,78.47,533.4,No,19 Dec 2025 11:31:30 PM,
19-Dec-2025,03:00-03:30,5616.557,0.0,0.0,74.24,-0.26,0.0,74.24,78.45,533.4,No,19 Dec 2025 11:31:30 PM,
19-Dec-2025,03:30-04:00,5608.61,0.0,0.0,74.23,-0.26,0.0,74.23,78.42,533.4,No,19 Dec 2025 11:31:30 PM,
19-Dec-2025,04:00-04:30,5613.242,0.0,0.0,74.23,-0.26,0.0,74.23,78.4,533.4,No,19 Dec 2025 11:31:30 PM,
19-Dec-2025,04:30-05:00,5651.526,0.0,0.0,75.19,-0.27,0.0,75.19,78.39,533.4,No,19 Dec 2025 11:31:30 PM,
19-Dec-2025,05:00-05:30,5724.829,0.0,0.0,74.35,-0.27,0.0,74.35,78.29,533.4,No,19 Dec 2025 11:31:30 PM,
19-Dec-2025,05:30-06:00,5866.026,0.0,0.0,79.78,-0.29,0.0,79.78,78.29,533.4,No,19 Dec 2025 11:31:30 PM,
19-Dec-2025,06:00-06:30,6050.379,0.0,0.0,81.24,-0.31,0.0,81.24,78.32,533.4,No,19 Dec 2025 11:31:30 PM,
19-Dec-2025,06:30-07:00,6279.998,0.0,0.0,80.87,-0.32,0.0,80.87,78.33,533.4,No,19 Dec 2025 11:31:30 PM,
19-Dec-2025,07:00-07:30,6505.357,1.86,0.0,87.06,-0.37,0.0,87.06,78.44,533.4,No,19 Dec 2025 11:31:30 PM,
19-Dec-2025,07:30-08:00,6684.764,14.37,0.0,100.48,-0.43,0.0,100.48,78.72,533.4,No,19 Dec 2025 11:31:30 PM,
19-Dec-2025,08:00-08:30,6764.662,82.85,0.0,88.0,-0.39,0.0,88.0,78.72,533.4,No,19 Dec 2025 11:31:30 PM,
19-Dec-2025,08:30-09:00,6879.29,74.8,0.0,85.91,-0.39,0.0,85.91,78.76,533.4,No,19 Dec 2025 11:31:30 PM,
19-Dec-2025,09:00-09:30,6870.637,168.7,0.0,80.15,-0.36,0.0,80.15,78.76,533.4,No,19 Dec 2025 11:31:30 PM,
19-Dec-2025,09:30-10:00,6922.991,177.49,0.0,83.44,-0.38,0.0,83.44,78.93,533.4,No,19 Dec 2025 11:31:30 PM,
19-Dec-2025,10:00-10:30,6881.87,240.96,0.0,80.13,-0.36,0.0,80.13,79.07,533.4,No,19 Dec 2025 11:31:30 PM,
19-Dec-2025,10:30-11:00,6742.372,378.36,0.0,76.82,-0.34,0.0,76.82,79.18,533.4,No,19 Dec 2025 11:31:30 PM,
19-Dec-2025,11:00-11:30,6743.241,336.87,0.0,76.65,-0.34,0.0,76.65,79.25,533.4,No,19 Dec 2025 11:31:30 PM,
19-Dec-2025,11:30-12:00,6565.653,487.65,0.0,75.27,-0.33,0.0,75.27,79.31,533.4,No,19 Dec 2025 11:31:30 PM,
19-Dec-2025,12:00-12:30,6509.398,515.46,0.0,75.28,-0.33,0.0,75.28,79.39,533.4,No,19 Dec 2025 11:31:30 PM,
19-Dec-2025,12:30-13:00,6460.771,572.36,0.0,73.35,-0.32,0.0,73.35,79.43,533.4,No,19 Dec 2025 11:31:30 PM,
19-Dec-2025,13:00-13:30,6606.472,479.64,0.0,75.39,-0.34,0.0,75.39,79.49,533.4,No,19 Dec 2025 11:31:30 PM,
19-Dec-2025,13:30-14:00,6549.948,566.68,0.0,75.21,-0.34,0.0,75.21,79.53,533.4,No,19 Dec 2025 11:31:30 PM,
19-Dec-2025,14:00-14:30,6490.278,590.37,0.0,71.85,-0.31,0.0,71.85,79.45,533.4,No,19 Dec 2025 11:31:30 PM,
19-Dec-2025,14:30-15:00,6389.899,664.76,0.0,70.11,-0.27,0.0,70.11,79.34,533.4,No,19 Dec 2025 11:31:30 PM,
19-Dec-2025,15:00-15:30,6430.763,618.34,0.0,74.29,-0.33,0.0,74.29,79.32,533.4,No,19 Dec 2025 11:31:30 PM,
19-Dec-2025,15:30-16:00,6557.696,528.84,0.0,75.37,-0.34,0.0,75.37,79.32,533.4,No,19 Dec 2025 11:31:30 PM,
19-Dec-2025,16:00-16:30,6717.069,393.2,0.0,76.22,-0.35,0.0,76.22,79.29,533.4,No,19 Dec 2025 11:31:30 PM,
19-Dec-2025,16:30-17:00,6753.852,403.74,0.0,76.97,-0.35,0.0,76.97,79.32,533.4,No,19 Dec 2025 11:31:30 PM,
19-Dec-2025,17:00-17:30,6885.358,266.97,0.0,88.53,-0.37,0.0,88.53,79.6,533.4,No,19 Dec 2025 11:31:30 PM,
19-Dec-2025,17:30-18:00,6869.882,217.01,0.0,80.27,-0.36,0.0,80.27,79.69,533.4,No,19 Dec 2025 11:31:30 PM,
19-Dec-2025,18:00-18:30,6951.29,135.35,0.0,80.24,-0.35,0.0,80.24,79.5,533.4,No,19 Dec 2025 11:31:30 PM,
19-Dec-2025,18:30-19:00,7011.527,63.27,0.0,80.27,-0.35,0.0,80.27,79.39,533.4,No,19 Dec 2025 11:31:30 PM,
19-Dec-2025,19:00-19:30,7041.014,0.04,0.0,80.05,-0.35,0.0,80.05,79.33,533.4,No,19 Dec 2025 11:31:30 PM,
19-Dec-2025,19:30-20:00,7022.317,0.0,0.0,80.05,-0.34,0.0,80.05,79.11,533.4,No,19 Dec 2025 11:31:30 PM,
19-Dec-2025,20:00-20:30,6963.144,0.0,0.0,79.95,-0.34,0.0,79.95,79.11,533.4,No,19 Dec 2025 11:31:30 PM,
19-Dec-2025,20:30-21:00,6890.592,0.0,0.0,79.93,-0.33,0.0,79.93,78.89,533.4,No,19 Dec 2025 11:31:30 PM,
19-Dec-2025,21:00-21:30,6791.222,0.0,0.0,80.64,-0.34,0.0,80.64,78.68,533.4,No,19 Dec 2025 11:31:30 PM,
19-Dec-2025,21:30-22:00,6643.628,0.0,0.0,93.63,-0.38,0.0,93.63,78.9,533.4,No,19 Dec 2025 11:31:30 PM,
19-Dec-2025,22:00-22:30,6492.858,0.0,0.0,88.54,-0.36,0.0,88.54,79.07,533.4,No,19 Dec 2025 11:31:30 PM,
19-Dec-2025,22:30-23:00,6363.429,0.0,0.0,80.77,-0.32,0.0,80.77,79.08,533.4,No,19 Dec 2025 11:31:30 PM,
19-Dec-2025,23:00-23:30,6248.756,0.0,0.0,80.2,-0.33,0.0,80.2,79.09,533.4,No,19 Dec 2025 11:31:30 PM,
19-Dec-2025,23:30-00:00,6181.015,0.0,0.0,80.68,-0.33,0.0,80.68,79.1,533.4,No,19 Dec 2025 11:31:30 PM,
20-Dec-2025,00:00-00:30,6161.289,0.0,0.0,86.11,-0.35,0.0,86.11,79.32,533.4,No,20 Dec 2025 11:31:30 PM,
20-Dec-2025,00:30-01:00,6102.921,0.0,0.0,86.11,-0.35,0.0,86.11,79.54,533.4,No,20 Dec 2025 11:31:30 PM,
20-Dec-2025,01:00-01:30,5959.393,0.0,0.0,86.09,-0.33,0.0,86.09,79.75,533.4,No,20 Dec 2025 11:31:30 PM,
20-Dec-2025,01:30-02:00,5830.903,0.0,0.0,81.29,-0.31,0.0,81.29,79.78,533.4,No,20 Dec 2025 11:31:30 PM,
20-Dec-2025,02:00-02:30,5764.36,0.0,0.0,85.66,-0.33,0.0,85.66,80.02,533.4,No,20 Dec 2025 11:31:30 PM,
20-Dec-2025,02:30-03:00,5706.022,0.0,0.0,80.45,-0.31,0.0,80.45,80.24,533.4,No,20 Dec 2025 11:31:30 PM,
20-Dec-2025,03:00-03:30,5661.277,0.0,0.0,80.37,-0.3,0.0,80.37,80.37,533.4,No,20 Dec 2025 11:31:30 PM,
20-Dec-2025,03:30-04:00,5644.32,0.0,0.0,80.03,-0.3,0.0,80.03,80.49,533.4,No,20 Dec 2025 11:31:30 PM,
20-Dec-2025,04:00-04:30,5638.753,0.0,0.0,79.96,-0.3,0.0,79.96,80.61,533.4,No,20 Dec 2025 11:31:30 PM,
20-Dec-2025,04:30-05:00,5656.402,0.0,0.0,79.86,-0.29,0.0,79.86,80.71,533.4,No,20 Dec 2025 11:31:30 PM,
20-Dec-2025,05:00-05:30,5691.992,0.0,0.0,79.96,-0.29,0.0,79.96,80.82,533.4,No,20 Dec 2025 11:31:30 PM,
20-Dec-2025,05:30-06:00,5765.284,0.0,0.0,80.06,-0.29,0.0,80.06,80.83,533.4,No,20 Dec 2025 11:31:30 PM,
20-Dec-2025,06:00-06:30,5849.67,0.0,0.0,80.44,-0.29,0.0,80.44,80.81,533.4,No,20 Dec 2025 11:31:30 PM,
20-Dec-2025,06:30-07:00,5950.75,0.0,0.0,80.57,-0.31,0.0,80.57,80.81,533.4,No,20 Dec 2025 11:31:30 PM,
20-Dec-2025,07:00-07:30,6043.759,1.78,0.0,82.43,-0.32,0.0,82.43,80.71,533.4,No,20 Dec 2025 11:31:30 PM,
20-Dec-2025,07:30-08:00,6158.392,14.14,0.0,86.72,-0.35,0.0,86.72,80.42,533.4,No,20 Dec 2025 11:31:30 PM,
20-Dec-2025,08:00-08:30,6227.385,90.5,0.0,83.9,-0.34,0.0,83.9,80.34,533.4,No,20 Dec 2025 11:31:30 PM,
20-Dec-2025,08:30-09:00,6259.362,161.63,0.0,83.43,-0.34,0.0,83.43,80.29,533.4,No,20 Dec 2025 11:31:30 PM,
20-Dec-2025,09:00-09:30,6158.71,333.07,0.0,79.88,-0.32,0.0,79.88,80.28,533.4,No,20 Dec 2025 11:31:30 PM,
20-Dec-2025,09:30-10:00,6143.243,424.96,0.0,76.41,-0.31,0.0,76.41,80.13,533.4,No,20 Dec 2025 11:31:30 PM,
20-Dec-2025,10:00-10:30,6157.343,484.3,0.0,75.67,-0.32,0.0,75.67,80.04,533.4,No,20 Dec 2025 11:31:30 PM,
20-Dec-2025,10:30-11:00,6037.924,609.68,0.0,75.21,-0.31,0.0,75.21,80.01,533.4,No,20 Dec 2025 11:31:30 PM,
20-Dec-2025,11:00-11:30,5993.865,626.13,0.0,75.22,-0.31,0.0,75.22,79.98,533.4,No,20 Dec 2025 11:31:30 PM,
20-Dec-2025,11:30-12:00,5874.948,738.61,0.0,71.31,-0.28,0.0,71.31,79.89,533.4,No,20 Dec 2025 11:31:30 PM,
20-Dec-2025,12:00-12:30,5848.447,774.87,0.0,71.21,-0.28,0.0,71.21,79.81,533.4,No,20 Dec 2025 11:31:30 PM,
20-Dec-2025,12:30-13:00,5824.88,806.49,0.0,71.11,-0.28,0.0,71.11,79.76,533.4,No,20 Dec 2025 11:31:30 PM,
20-Dec-2025,13:00-13:30,5756.204,844.36,0.0,70.69,-0.27,0.0,70.69,79.67,533.4,No,20 Dec 2025 11:31:30 PM,
20-Dec-2025,13:30-14:00,5805.959,768.04,0.0,71.12,-0.29,0.0,71.12,79.58,533.4,No,20 Dec 2025 11:31:30 PM,
20-Dec-2025,14:00-14:30,5864.232,771.32,0.0,71.35,-0.28,0.0,71.35,79.57,533.4,No,20 Dec 2025 11:31:30 PM,
20-Dec-2025,14:30-15:00,5998.517,672.01,0.0,75.39,-0.3,0.0,75.39,79.68,533.4,No,20 Dec 2025 11:31:30 PM,
20-Dec-2025,15:00-15:30,5980.948,707.58,0.0,75.37,-0.3,0.0,75.37,79.7,533.4,No,20 Dec 2025 11:31:30 PM,
20-Dec-2025,15:30-16:00,6201.372,510.54,0.0,79.97,-0.33,0.0,79.97,79.8,533.4,No,20 Dec 2025 11:31:30 PM,
20-Dec-2025,16:00-16:30,6512.887,199.24,0.0,83.46,-0.35,0.0,83.46,79.95,533.4,No,20 Dec 2025 11:31:30 PM,
20-Dec-2025,16:30-17:00,6431.786,315.69,0.0,80.2,-0.33,0.0,80.2,80.02,533.4,No,20 Dec 2025 11:31:30 PM,
20-Dec-2025,17:00-17:30,6517.996,259.67,0.0,82.45,-0.35,0.0,82.45,79.89,533.4,No,20 Dec 2025 11:31:30 PM,
20-Dec-2025,17:30-18:00,6612.456,197.97,0.0,83.45,-0.35,0.0,83.45,79.96,533.4,No,20 Dec 2025 11:31:30 PM,
20-Dec-2025,18:00-18:30,6703.566,104.15,0.0,87.8,-0.37,0.0,87.8,80.11,533.4,No,20 Dec 2025 11:31:30 PM,
20-Dec-2025,18:30-19:00,6786.938,28.18,0.0,90.19,-0.38,0.0,90.19,80.32,533.4,No,20 Dec 2025 11:31:30 PM,
20-Dec-2025,19:00-19:30,6819.496,0.32,0.0,90.21,-0.39,0.0,90.21,80.53,533.4,No,20 Dec 2025 11:31:30 PM,
20-Dec-2025,19:30-20:00,6826.588,0.0,0.0,90.26,-0.41,0.0,90.26,80.74,533.4,No,20 Dec 2025 11:31:30 PM,
20-Dec-2025,20:00-20:30,6811.405,0.0,0.0,90.23,-0.4,0.0,90.23,80.96,533.4,No,20 Dec 2025 11:31:30 PM,
20-Dec-2025,20:30-21:00,6789.835,0.0,0.0,85.73,-0.37,0.0,85.73,81.08,533.4,No,20 Dec 2025 11:31:30 PM,
20-Dec-2025,21:00-21:30,6730.095,0.0,0.0,82.45,-0.35,0.0,82.45,81.12,533.4,No,20 Dec 2025 11:31:30 PM,
20-Dec-2025,21:30-22:00,6617.893,0.0,0.0,80.2,-0.33,0.0,80.2,80.84,533.4,No,20 Dec 2025 11:31:30 PM,
20-Dec-2025,22:00-22:30,6494.518,0.0,0.0,80.0,-0.33,0.0,80.0,80.66,533.4,No,20 Dec 2025 11:31:30 PM,
20-Dec-2025,22:30-23:00,6394.929,0.0,0.0,79.91,-0.34,0.0,79.91,80.64,533.4,No,20 Dec 2025 11:31:30 PM,
20-Dec-2025,23:00-23:30,6291.647,0.0,0.0,79.88,-0.33,0.0,79.88,80.63,533.4,No,20 Dec 2025 11:31:30 PM,
20-Dec-2025,23:30-00:00,6187.064,0.0,0.0,79.86,-0.32,0.0,79.86,80.62,533.4,No,20 Dec 2025 11:31:30 PM,
21-Dec-2025,00:00-00:30,6056.338,0.0,0.0,75.46,-0.29,0.0,75.46,80.4,533.4,No,21 Dec 2025 11:31:30 PM,
21-Dec-2025,00:30-01:00,5949.135,0.0,0.0,66.92,-0.26,0.0,66.92,80.0,533.4,No,21 Dec 2025 11:31:30 PM,
21-Dec-2025,01:00-01:30,5862.05,0.0,0.0,63.73,-0.25,0.0,63.73,79.53,533.4,No,21 Dec 2025 11:31:30 PM,
21-Dec-2025,01:30-02:00,5787.794,0.0,0.0,79.78,-0.29,0.0,79.78,79.5,533.4,No,21 Dec 2025 11:31:30 PM,
21-Dec-2025,02:00-02:30,5725.51,0.0,0.0,78.59,-0.28,0.0,78.59,79.35,533.4,No,21 Dec 2025 11:31:30 PM,
21-Dec-2025,02:30-03:00,5673.379,0.0,0.0,78.39,-0.28,0.0,78.39,79.31,533.4,No,21 Dec 2025 11:31:30 PM,
21-Dec-2025,03:00-03:30,5636.487,0.0,0.0,75.28,-0.27,0.0,75.28,79.2,533.4,No,21 Dec 2025 11:31:30 PM,
21-Dec-2025,03:30-04:00,5610.439,0.0,0.0,78.38,-0.28,0.0,78.38,79.17,533.4,No,21 Dec 2025 11:31:30 PM,
21-Dec-2025,04:00-04:30,5602.656,0.0,0.0,78.38,-0.28,0.0,78.38,79.13,533.4,No,21 Dec 2025 11:31:30 PM,
21-Dec-2025,04:30-05:00,5610.032,0.0,0.0,78.57,-0.28,0.0,78.57,79.11,533.4,No,21 Dec 2025 11:31:30 PM,
21-Dec-2025,05:00-05:30,5637.257,0.0,0.0,79.77,-0.29,0.0,79.77,79.1,533.4,No,21 Dec 2025 11:31:30 PM,
21-Dec-2025,05:30-06:00,5694.134,0.0,0.0,79.87,-0.29,0.0,79.87,79.1,533.4,No,21 Dec 2025 11:31:30 PM,
21-Dec-2025,06:00-06:30,5774.668,0.0,0.0,79.87,-0.29,0.0,79.87,79.09,533.4,No,21 Dec 2025 11:31:30 PM,
21-Dec-2025,06:30-07:00,5850.704,0.0,0.0,79.91,-0.29,0.0,79.91,79.07,533.4,No,21 Dec 2025 11:31:30 PM,
21-Dec-2025,07:00-07:30,5911.457,2.04,0.0,80.02,-0.3,0.0,80.02,79.02,533.4,No,21 Dec 2025 11:31:30 PM,
21-Dec-2025,07:30-08:00,5971.112,14.32,0.0,70.5,-0.27,0.0,70.5,78.69,533.4,No,21 Dec 2025 11:31:30 PM,
21-Dec-2025,08:00-08:30,5999.859,87.17,0.0,70.51,-0.27,0.0,70.51,78.41,533.4,No,21 Dec 2025 11:31:30 PM,
21-Dec-2025,08:30-09:00,6017.095,148.66,0.0,75.46,-0.29,0.0,75.46,78.24,533.4,No,21 Dec 2025 11:31:30 PM,
21-Dec-2025,09:00-09:30,5905.215,317.66,0.0,72.16,-0.27,0.0,72.16,78.08,533.4,No,21 Dec 2025 11:31:30 PM,
21-Dec-2025,09:30-10:00,5829.333,463.78,0.0,72.45,-0.28,0.0,72.45,78.0,533.4,No,21 Dec 2025 11:31:30 PM,
21-Dec-2025,10:00-10:30,5798.971,553.32,0.0,71.09,-0.28,0.0,71.09,77.9,533.4,No,21 Dec 2025 11:31:30 PM,
21-Dec-2025,10:30-11:00,5828.18,549.85,0.0,71.54,-0.27,0.0,71.54,77.83,533.4,No,21 Dec 2025 11:31:30 PM,
21-Dec-2025,11:00-11:30,5640.836,704.04,0.0,67.25,-0.25,0.0,67.25,77.66,533.4,No,21 Dec 2025 11:31:30 PM,
21-Dec-2025,11:30-12:00,5491.239,833.13,0.0,62.77,-0.22,0.0,62.77,77.48,533.4,No,21 Dec 2025 11:31:30 PM,
21-Dec-2025,12:00-12:30,5420.441,890.63,0.0,62.25,-0.22,0.0,62.25,77.3,533.4,No,21 Dec 2025 11:31:30 PM,
21-Dec-2025,12:30-13:00,5470.539,874.07,0.0,62.77,-0.22,0.0,62.77,77.12,533.4,No,21 Dec 2025 11:31:30 PM,
21-Dec-2025,13:00-13:30,5456.111,896.94,0.0,62.7,-0.22,0.0,62.7,76.96,533.4,No,21 Dec 2025 11:31:30 PM,
21-Dec-2025,13:30-14:00,5525.094,898.12,0.0,63.66,-0.23,0.0,63.66,76.8,533.4,No,21 Dec 2025 11:31:30 PM,
21-Dec-2025,14:00-14:30,5602.989,875.94,0.0,69.18,-0.25,0.0,69.18,76.75,533.4,No,21 Dec 2025 11:31:30 PM,
21-Dec-2025,14:30-15:00,5616.776,835.16,0.0,69.19,-0.25,0.0,69.19,76.63,533.4,No,21 Dec 2025 11:31:30 PM,
21-Dec-2025,15:00-15:30,5530.71,873.29,0.0,62.8,-0.23,0.0,62.8,76.36,533.4,No,21 Dec 2025 11:31:30 PM,
21-Dec-2025,15:30-16:00,5623.187,790.16,0.0,69.19,-0.25,0.0,69.19,76.14,533.4,No,21 Dec 2025 11:31:30 PM,
21-Dec-2025,16:00-16:30,5859.958,589.55,0.0,71.31,-0.26,0.0,71.31,75.89,533.4,No,21 Dec 2025 11:31:30 PM,
21-Dec-2025,16:30-17:00,5939.1,564.11,0.0,73.19,-0.27,0.0,73.19,75.74,533.4,No,21 Dec 2025 11:31:30 PM,
21-Dec-2025,17:00-17:30,6073.509,444.58,0.0,75.54,-0.3,0.0,75.54,75.6,533.4,No,21 Dec 2025 11:31:30 PM,
21-Dec-2025,17:30-18:00,6249.154,312.81,0.0,79.91,-0.32,0.0,79.91,75.52,533.4,No,21 Dec 2025 11:31:30 PM,
21-Dec-2025,18:00-18:30,6432.085,218.89,0.0,80.24,-0.34,0.0,80.24,75.36,533.4,No,21 Dec 2025 11:31:30 PM,
21-Dec-2025,18:30-19:00,6689.774,60.73,0.0,91.53,-0.38,0.0,91.53,75.39,533.4,No,21 Dec 2025 11:31:30 PM,
